Source,Target,Type,Weight
Andrea di Giusto,Rosso Fiorentino,undirected,1
Andrea di Giusto,Innocenzo da Imola,undirected,1
Andrea di Giusto,Rosso Fiorentino,undirected,1
Andrea di Giusto,Rosso Fiorentino,undirected,1
Andrea di Giusto,Pontormo,undirected,1
Andrea di Giusto,Pontormo,undirected,1
Andrea di Giusto,Giulio Romano,undirected,1
Andrea di Giusto,Polidoro da Caravaggio,undirected,1
Maestro Francesco,Giovanni Antonio Bellinzoni da Pesaro,undirected,1
Maestro Francesco,Caterina Buti del Vacca,undirected,1
Maestro Francesco,Hugo de Carpi,undirected,1
Maestro Francesco,Giovanni Canavesio,undirected,1
Maestro Francesco,Filippino Lippi,undirected,1
Maestro Francesco,Filippino Lippi,undirected,1
Maestro Francesco,Gian-Francesco de Maineri,undirected,1
Maestro Francesco,Antonio Solario,undirected,1
Maestro Francesco,Bastiano Mainardi,undirected,1
Maestro Francesco,Sebastiano Serlio,undirected,1
Maestro Francesco,Bernardino Luini,undirected,1
Maestro Francesco,Marcantonio Raimondi,undirected,1
Maestro Francesco,Hugo de Carpi,undirected,1
Maestro Francesco,Ortolano Ferrarese,undirected,1
Maestro Francesco,Domenico Beccafumi,undirected,1
Maestro Francesco,Domenico Beccafumi,undirected,1
Maestro Francesco,Domenico Beccafumi,undirected,1
Maestro Francesco,Domenico Beccafumi,undirected,1
Maestro Francesco,Francesco Beccaruzzi,undirected,1
Maestro Francesco,Rosso Fiorentino,undirected,1
Maestro Francesco,Rosso Fiorentino,undirected,1
Maestro Francesco,Innocenzo da Imola,undirected,1
Maestro Francesco,Rosso Fiorentino,undirected,1
Maestro Francesco,Rosso Fiorentino,undirected,1
Maestro Francesco,Pontormo,undirected,1
Maestro Francesco,Pontormo,undirected,1
Maestro Francesco,Giulio Romano,undirected,1
Maestro Francesco,Polidoro da Caravaggio,undirected,1
Aert van den Bossche,Maître de Flémalle,undirected,1
Aert van den Bossche,Jacques Daret,undirected,1
Aert van den Bossche,Petrus Christus,undirected,1
Aert van den Bossche,Petrus Christus,undirected,1
Aert van den Bossche,Petrus Christus,undirected,1
Aert van den Bossche,Petrus Christus,undirected,1
Aert van den Bossche,Pierre Coustain,undirected,1
Aert van den Bossche,Vrancke van der Stockt,undirected,1
Aert van den Bossche,Petrus Christus,undirected,1
Aert van den Bossche,Petrus Christus,undirected,1
Aert van den Bossche,Hans Memling,undirected,1
Aert van den Bossche,Hans Memling,undirected,1
Aert van den Bossche,Hans Memling,undirected,1
Aert van den Bossche,Maître de la Légende de sainte Ursule de Bruges,undirected,1
Aert van den Bossche,Maître de la Légende de sainte Ursule de Bruges,undirected,1
Aert van den Bossche,Maître de la Légende de sainte Ursule de Bruges,undirected,1
Aert van den Bossche,Alexander Bening,undirected,1
Aert van den Bossche,Dirck Bouts le Jeune,undirected,1
Aert van den Bossche,Albert Bouts,undirected,1
Aert van den Bossche,Jérôme Bosch,undirected,1
Aert van den Bossche,Jérôme Bosch,undirected,1
Aert van den Bossche,Colijn de Coter,undirected,1
Aert van den Bossche,maître de la Guilde de Saint-Georges de Malines,undirected,1
Aert van den Bossche,Maître au feuillage en broderie,undirected,1
Aert van den Bossche,Albert Bouts,undirected,1
Aert van den Bossche,Michel Sittow,undirected,1
Aert van den Bossche,Michel Sittow,undirected,1
Aert van den Bossche,Maître de Francfort,undirected,1
Aert van den Bossche,Maître de Francfort,undirected,1
Aert van den Bossche,Jan Collaert,undirected,1
Aert van den Bossche,Gerard Horenbout,undirected,1
Aert van den Bossche,Jean Provost,undirected,1
Aert van den Bossche,Jean Provost,undirected,1
Aert van den Bossche,Jehan Bellegambe,undirected,1
Aert van den Bossche,Maître de 1499,undirected,1
Aert van den Bossche,Maître de 1499,undirected,1
Aert van den Bossche,Jan van Dornicke,undirected,1
Aert van den Bossche,Jan Collaert,undirected,1
Aert van den Bossche,Joachim Patinier,undirected,1
Aert van den Bossche,Joos van Cleve,undirected,1
Aert van den Bossche,Joos van Cleve,undirected,1
Aert van den Bossche,Jan van Dornicke,undirected,1
Aert van den Bossche,Maître de Hoogstraeten,undirected,1
Aert van den Bossche,Maître de Hoogstraeten,undirected,1
Aert van den Bossche,Petrus Christus (II),undirected,1
Aert van den Bossche,Joachim Patinier,undirected,1
Aert van den Bossche,Henri Bles,undirected,1
Aert van den Bossche,Frans Crabbe,undirected,1
Aert van den Bossche,Frans Crabbe,undirected,1
Aert van den Bossche,Maître du Saint-Sang,undirected,1
Aert van den Bossche,Maître du Saint-Sang,undirected,1
Aert van den Bossche,Simon Bening,undirected,1
Aert van den Bossche,Lucas Gassel,undirected,1
Aert van den Bossche,Joos van Cleve,undirected,1
Aert van den Bossche,Joos van Cleve,undirected,1
Aert van den Bossche,Frans Crabbe,undirected,1
Aert van den Bossche,Frans Crabbe,undirected,1
Aert van den Bossche,Bernard van Orley,undirected,1
Aert van den Bossche,Bernard van Orley,undirected,1
Aert van den Bossche,Jan van Coninxloo II,undirected,1
Aert van den Bossche,Lucas Horenbout,undirected,1
Aert van den Bossche,Maître de Hoogstraeten,undirected,1
Aert van den Bossche,Maître de Hoogstraeten,undirected,1
Aert van den Bossche,Michiel Coxcie,undirected,1
Aert van den Bossche,Michiel Coxcie,undirected,1
Aert van den Bossche,Michiel Coxcie,undirected,1
Aert van den Bossche,Michiel Coxcie,undirected,1
Maître de Flémalle,Jacques Daret,undirected,1
Maître de Flémalle,Petrus Christus,undirected,1
Maître de Flémalle,Petrus Christus,undirected,1
Maître de Flémalle,Petrus Christus,undirected,1
Maître de Flémalle,Petrus Christus,undirected,1
Maître de Flémalle,Pierre Coustain,undirected,1
Maître de Flémalle,Vrancke van der Stockt,undirected,1
Maître de Flémalle,Petrus Christus,undirected,1
Maître de Flémalle,Petrus Christus,undirected,1
Maître de Flémalle,Hans Memling,undirected,1
Maître de Flémalle,Hans Memling,undirected,1
Maître de Flémalle,Hans Memling,undirected,1
Maître de Flémalle,Maître de la Légende de sainte Ursule de Bruges,undirected,1
Maître de Flémalle,Maître de la Légende de sainte Ursule de Bruges,undirected,1
Maître de Flémalle,Maître de la Légende de sainte Ursule de Bruges,undirected,1
Maître de Flémalle,Alexander Bening,undirected,1
Maître de Flémalle,Dirck Bouts le Jeune,undirected,1
Maître de Flémalle,Albert Bouts,undirected,1
Maître de Flémalle,Jérôme Bosch,undirected,1
Maître de Flémalle,Jérôme Bosch,undirected,1
Maître de Flémalle,Colijn de Coter,undirected,1
Maître de Flémalle,maître de la Guilde de Saint-Georges de Malines,undirected,1
Maître de Flémalle,Maître au feuillage en broderie,undirected,1
Maître de Flémalle,Albert Bouts,undirected,1
Maître de Flémalle,Michel Sittow,undirected,1
Maître de Flémalle,Michel Sittow,undirected,1
Maître de Flémalle,Maître de Francfort,undirected,1
Maître de Flémalle,Maître de Francfort,undirected,1
Maître de Flémalle,Jan Collaert,undirected,1
Maître de Flémalle,Gerard Horenbout,undirected,1
Maître de Flémalle,Jean Provost,undirected,1
Maître de Flémalle,Jean Provost,undirected,1
Maître de Flémalle,Jehan Bellegambe,undirected,1
Maître de Flémalle,Maître de 1499,undirected,1
Maître de Flémalle,Maître de 1499,undirected,1
Maître de Flémalle,Jan van Dornicke,undirected,1
Maître de Flémalle,Jan Collaert,undirected,1
Maître de Flémalle,Joachim Patinier,undirected,1
Maître de Flémalle,Joos van Cleve,undirected,1
Maître de Flémalle,Joos van Cleve,undirected,1
Maître de Flémalle,Jan van Dornicke,undirected,1
Maître de Flémalle,Maître de Hoogstraeten,undirected,1
Maître de Flémalle,Maître de Hoogstraeten,undirected,1
Maître de Flémalle,Petrus Christus (II),undirected,1
Maître de Flémalle,Joachim Patinier,undirected,1
Maître de Flémalle,Henri Bles,undirected,1
Maître de Flémalle,Frans Crabbe,undirected,1
Maître de Flémalle,Frans Crabbe,undirected,1
Maître de Flémalle,Maître du Saint-Sang,undirected,1
Maître de Flémalle,Maître du Saint-Sang,undirected,1
Maître de Flémalle,Simon Bening,undirected,1
Maître de Flémalle,Lucas Gassel,undirected,1
Maître de Flémalle,Joos van Cleve,undirected,1
Maître de Flémalle,Joos van Cleve,undirected,1
Maître de Flémalle,Frans Crabbe,undirected,1
Maître de Flémalle,Frans Crabbe,undirected,1
Maître de Flémalle,Bernard van Orley,undirected,1
Maître de Flémalle,Bernard van Orley,undirected,1
Maître de Flémalle,Jan van Coninxloo II,undirected,1
Maître de Flémalle,Lucas Horenbout,undirected,1
Maître de Flémalle,Maître de Hoogstraeten,undirected,1
Maître de Flémalle,Maître de Hoogstraeten,undirected,1
Maître de Flémalle,Michiel Coxcie,undirected,1
Maître de Flémalle,Michiel Coxcie,undirected,1
Maître de Flémalle,Michiel Coxcie,undirected,1
Maître de Flémalle,Michiel Coxcie,undirected,1
Francesco Livi,Fra Filippo Lippi,undirected,1
Francesco Livi,Lo Scheggia,undirected,1
Francesco Livi,Lo Scheggia,undirected,1
Francesco Livi,Benozzo Gozzoli,undirected,1
Francesco Livi,Pietro del Massaio,undirected,1
Francesco Livi,Francesco di Pesello,undirected,1
Francesco Livi,Antonio Pollaiuolo,undirected,1
Francesco Livi,Antonio Pollaiuolo,undirected,1
Francesco Livi,Andrea Verrocchio,undirected,1
Francesco Livi,Andrea Verrocchio,undirected,1
Francesco Livi,Piero Pollaiuolo,undirected,1
Francesco Livi,Piero Pollaiuolo,undirected,1
Francesco Livi,Domenico Ghirlandaio,undirected,1
Francesco Livi,Luca Signorelli,undirected,1
Francesco Livi,Matthieu Lappoli,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Léonard de Vinci,undirected,1
Francesco Livi,Lorenzo di Credi,undirected,1
Francesco Livi,Fra Bartolomeo,undirected,1
Francesco Livi,Giuliano Bugiardini,undirected,1
Francesco Livi,Giuliano Bugiardini,undirected,1
Francesco Livi,Michel-Ange Buronarroti,undirected,1
Francesco Livi,Michel-Ange Buronarroti,undirected,1
Francesco Livi,Jacopo Torni,undirected,1
Francesco Livi,Andrea del Sarto,undirected,1
Francesco Livi,Fra Paolino,undirected,1
Francesco Livi,Tommaso Lunetti,undirected,1
Francesco Livi,Giovanni Antonio Sogliani,undirected,1
Francesco Livi,Baccio Bandinelli,undirected,1
Francesco Livi,Raffaellino del Colle,undirected,1
Konrad Witz,Konrad Witz,undirected,1
Konrad Witz,Maître du Livre de Raison,undirected,1
Konrad Witz,Hans Mair von Landshut,undirected,1
Konrad Witz,Bartholomäus Zeitblom,undirected,1
Konrad Witz,Hans Holbein l'Ancien,undirected,1
Konrad Witz,Jakob Strüb,undirected,1
Konrad Witz,Hans Strüb,undirected,1
Konrad Witz,Lucas Cranach l'Ancien,undirected,1
Konrad Witz,Jörg Breu l'Ancien,undirected,1
Konrad Witz,Gian Paolo Thanner,undirected,1
Konrad Witz,Jan Gossaert dit Mabuse,undirected,1
Konrad Witz,Jan Gossaert dit Mabuse,undirected,1
Konrad Witz,Wilhem Ziegler,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Hans Holbein le Jeune,undirected,1
Konrad Witz,Hans Holbein le Jeune,undirected,1
Konrad Witz,Maître du Livre de Raison,undirected,1
Konrad Witz,Hans Mair von Landshut,undirected,1
Konrad Witz,Bartholomäus Zeitblom,undirected,1
Konrad Witz,Hans Holbein l'Ancien,undirected,1
Konrad Witz,Jakob Strüb,undirected,1
Konrad Witz,Hans Strüb,undirected,1
Konrad Witz,Lucas Cranach l'Ancien,undirected,1
Konrad Witz,Jörg Breu l'Ancien,undirected,1
Konrad Witz,Gian Paolo Thanner,undirected,1
Konrad Witz,Jan Gossaert dit Mabuse,undirected,1
Konrad Witz,Jan Gossaert dit Mabuse,undirected,1
Konrad Witz,Wilhem Ziegler,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Raphaël,undirected,1
Konrad Witz,Hans Holbein le Jeune,undirected,1
Konrad Witz,Hans Holbein le Jeune,undirected,1
Unionsmästaren,Risingemästaren,undirected,1
Unionsmästaren,Albertus Pictor,undirected,1
Unionsmästaren,Albertus Pictor,undirected,1
Unionsmästaren,Edebomästaren,undirected,1
Unionsmästaren,Benedetto Diana,undirected,1
Risingemästaren,Albertus Pictor,undirected,1
Risingemästaren,Albertus Pictor,undirected,1
Risingemästaren,Edebomästaren,undirected,1
Risingemästaren,Benedetto Diana,undirected,1
Ma Wan,Zhu Youkuang,undirected,1
Ma Wan,Yao Fu,undirected,1
Ma Wan,Jin Run,undirected,1
Ma Wan,Xu Youzhen,undirected,1
Ma Wan,Shen Hengji,undirected,1
Ma Wan,Liu Jue,undirected,1
Ma Wan,Shen Cheng,undirected,1
Ma Wan,Bian Rong,undirected,1
Ma Wan,Yao Shou,undirected,1
Ma Wan,Yao Shou,undirected,1
Ma Wan,Shen Zhou,undirected,1
Ma Wan,Chen Baisha,undirected,1
Ma Wan,Wang Hui,undirected,1
Ma Wan,Shi Jian,undirected,1
Ma Wan,Lin Liang,undirected,1
Ma Wan,Ni Duan,undirected,1
Ma Wan,Zhuang Chang,undirected,1
Ma Wan,Shi Lin,undirected,1
Ma Wan,Ming Chenghua,undirected,1
Ma Wan,Shi Rui,undirected,1
Ma Wan,Guo Xu,undirected,1
Ma Wan,Zhu Shisa,undirected,1
Ma Wan,Wu Wei,undirected,1
Ma Wan,Zhou Chen,undirected,1
Ma Wan,Xu Lin,undirected,1
Ma Wan,Zhang Lu,undirected,1
Ma Wan,Wang E,undirected,1
Ma Wan,Du Jin,undirected,1
Ma Wan,Chen Yi,undirected,1
Ma Wan,Zhang Ling,undirected,1
Ma Wan,Tang Yin,undirected,1
Ma Wan,Ming Hongzhi,undirected,1
Ma Wan,Wen Zhengming,undirected,1
Ma Wan,Zhou Yong,undirected,1
Ma Wan,Lü Ji,undirected,1
Ma Wan,Guo Chen,undirected,1
Ma Wan,Yao Weiqin,undirected,1
Ma Wan,Chen Chun,undirected,1
Ma Wan,Zheng Shanfu,undirected,1
Ma Wan,Xie Shichen,undirected,1
Ma Wan,Qiu Ying,undirected,1
Ma Wan,Qiu Ying,undirected,1
Ma Wan,Wang Chong,undirected,1
Ma Wan,Lu Zhi,undirected,1
Ma Wan,Lu Zhi,undirected,1
Ma Wan,Wang Wen,undirected,1
Ma Wan,Wen Peng,undirected,1
Zhu Youkuang,Yao Fu,undirected,1
Zhu Youkuang,Jin Run,undirected,1
Zhu Youkuang,Xu Youzhen,undirected,1
Zhu Youkuang,Shen Hengji,undirected,1
Zhu Youkuang,Liu Jue,undirected,1
Zhu Youkuang,Shen Cheng,undirected,1
Zhu Youkuang,Bian Rong,undirected,1
Zhu Youkuang,Yao Shou,undirected,1
Zhu Youkuang,Yao Shou,undirected,1
Zhu Youkuang,Shen Zhou,undirected,1
Zhu Youkuang,Chen Baisha,undirected,1
Zhu Youkuang,Wang Hui,undirected,1
Zhu Youkuang,Shi Jian,undirected,1
Zhu Youkuang,Lin Liang,undirected,1
Zhu Youkuang,Ni Duan,undirected,1
Zhu Youkuang,Zhuang Chang,undirected,1
Zhu Youkuang,Shi Lin,undirected,1
Zhu Youkuang,Ming Chenghua,undirected,1
Zhu Youkuang,Shi Rui,undirected,1
Zhu Youkuang,Guo Xu,undirected,1
Zhu Youkuang,Zhu Shisa,undirected,1
Zhu Youkuang,Wu Wei,undirected,1
Zhu Youkuang,Zhou Chen,undirected,1
Zhu Youkuang,Xu Lin,undirected,1
Zhu Youkuang,Zhang Lu,undirected,1
Zhu Youkuang,Wang E,undirected,1
Zhu Youkuang,Du Jin,undirected,1
Zhu Youkuang,Chen Yi,undirected,1
Zhu Youkuang,Zhang Ling,undirected,1
Zhu Youkuang,Tang Yin,undirected,1
Zhu Youkuang,Ming Hongzhi,undirected,1
Zhu Youkuang,Wen Zhengming,undirected,1
Zhu Youkuang,Zhou Yong,undirected,1
Zhu Youkuang,Lü Ji,undirected,1
Zhu Youkuang,Guo Chen,undirected,1
Zhu Youkuang,Yao Weiqin,undirected,1
Zhu Youkuang,Chen Chun,undirected,1
Zhu Youkuang,Zheng Shanfu,undirected,1
Zhu Youkuang,Xie Shichen,undirected,1
Zhu Youkuang,Qiu Ying,undirected,1
Zhu Youkuang,Qiu Ying,undirected,1
Zhu Youkuang,Wang Chong,undirected,1
Zhu Youkuang,Lu Zhi,undirected,1
Zhu Youkuang,Lu Zhi,undirected,1
Zhu Youkuang,Wang Wen,undirected,1
Zhu Youkuang,Wen Peng,undirected,1
Yao Fu,Jin Run,undirected,1
Yao Fu,Xu Youzhen,undirected,1
Yao Fu,Shen Hengji,undirected,1
Yao Fu,Liu Jue,undirected,1
Yao Fu,Shen Cheng,undirected,1
Yao Fu,Bian Rong,undirected,1
Yao Fu,Yao Shou,undirected,1
Yao Fu,Yao Shou,undirected,1
Yao Fu,Shen Zhou,undirected,1
Yao Fu,Chen Baisha,undirected,1
Yao Fu,Wang Hui,undirected,1
Yao Fu,Shi Jian,undirected,1
Yao Fu,Lin Liang,undirected,1
Yao Fu,Ni Duan,undirected,1
Yao Fu,Zhuang Chang,undirected,1
Yao Fu,Shi Lin,undirected,1
Yao Fu,Ming Chenghua,undirected,1
Yao Fu,Shi Rui,undirected,1
Yao Fu,Guo Xu,undirected,1
Yao Fu,Zhu Shisa,undirected,1
Yao Fu,Wu Wei,undirected,1
Yao Fu,Zhou Chen,undirected,1
Yao Fu,Xu Lin,undirected,1
Yao Fu,Zhang Lu,undirected,1
Yao Fu,Wang E,undirected,1
Yao Fu,Du Jin,undirected,1
Yao Fu,Chen Yi,undirected,1
Yao Fu,Zhang Ling,undirected,1
Yao Fu,Tang Yin,undirected,1
Yao Fu,Ming Hongzhi,undirected,1
Yao Fu,Wen Zhengming,undirected,1
Yao Fu,Zhou Yong,undirected,1
Yao Fu,Lü Ji,undirected,1
Yao Fu,Guo Chen,undirected,1
Yao Fu,Yao Weiqin,undirected,1
Yao Fu,Chen Chun,undirected,1
Yao Fu,Zheng Shanfu,undirected,1
Yao Fu,Xie Shichen,undirected,1
Yao Fu,Qiu Ying,undirected,1
Yao Fu,Qiu Ying,undirected,1
Yao Fu,Wang Chong,undirected,1
Yao Fu,Lu Zhi,undirected,1
Yao Fu,Lu Zhi,undirected,1
Yao Fu,Wang Wen,undirected,1
Yao Fu,Wen Peng,undirected,1
Konrad Witz,Konrad Witz,undirected,1
Pere Marçol,Miguel Alcañiz the Younger,undirected,1
Pere Marçol,Pere Nisart,undirected,1
Pere Marçol,Pere Terrencs,undirected,1
Iacopo Bellini,Michele Giambono,undirected,1
Iacopo Bellini,Antonio di Francesco da Venezia,undirected,1
Iacopo Bellini,Caterino Veneziano,undirected,1
Iacopo Bellini,Donato Italiano,undirected,1
Iacopo Bellini,Cristoforo Cortese,undirected,1
Iacopo Bellini,Cecchino da Verona,undirected,1
Iacopo Bellini,Domenico Veneziano,undirected,1
Iacopo Bellini,Matteo de' Pasti,undirected,1
Iacopo Bellini,Bartolomeo Giolfino,undirected,1
Iacopo Bellini,Matteo de' Pasti,undirected,1
Iacopo Bellini,Antonio Vivarini,undirected,1
Iacopo Bellini,Niccolò da Verona,undirected,1
Iacopo Bellini,Niccolò Pizzolo,undirected,1
Iacopo Bellini,Gentile Bellini,undirected,1
Iacopo Bellini,Lazzaro Bastiani,undirected,1
Iacopo Bellini,Giovanni Bellini,undirected,1
Iacopo Bellini,Giovanni Bellini,undirected,1
Iacopo Bellini,Giovanni Bellini,undirected,1
Iacopo Bellini,Carlo Crivelli,undirected,1
Iacopo Bellini,Bartolomeo Vivarini,undirected,1
Iacopo Bellini,Francesco Benaglio,undirected,1
Iacopo Bellini,Maestro dell'Annunciazione Ludlow,undirected,1
Iacopo Bellini,Andrea Mantegna,undirected,1
Iacopo Bellini,Marco Zoppo,undirected,1
Iacopo Bellini,Giorgio Schiavone,undirected,1
Iacopo Bellini,Bernardo Parentino,undirected,1
Iacopo Bellini,Vittorio Crivelli,undirected,1
Iacopo Bellini,Alvise Vivarini,undirected,1
Iacopo Bellini,Francesco di Simone da Santacroce,undirected,1
Iacopo Bellini,Liberale da Verona,undirected,1
Iacopo Bellini,Domenico Morone,undirected,1
Iacopo Bellini,Domenico da Tolmezzo,undirected,1
Iacopo Bellini,Andrea Busati,undirected,1
Iacopo Bellini,Arrigo Licinio,undirected,1
Iacopo Bellini,Girolamo da Treviso il Vecchio,undirected,1
Iacopo Bellini,Costanzo da Ferrara,undirected,1
Iacopo Bellini,Bartolomeo Cincani,undirected,1
Iacopo Bellini,Bartolomeo Cincani,undirected,1
Iacopo Bellini,Francesco dai Libri,undirected,1
Iacopo Bellini,Francesco Bonsignori,undirected,1
Iacopo Bellini,Vittore Belliniano,undirected,1
Iacopo Bellini,Girolamo Mocetto,undirected,1
Iacopo Bellini,Cima da Conegliano,undirected,1
Iacopo Bellini,Jacopo de' Barbari,undirected,1
Iacopo Bellini,Francesco Bonsignori,undirected,1
Iacopo Bellini,Niccolò Brancaleone,undirected,1
Iacopo Bellini,Vittore Gambello,undirected,1
Iacopo Bellini,Nikola Božidarević,undirected,1
Iacopo Bellini,Pasqualino di Niccolò,undirected,1
Iacopo Bellini,Bernardino da Verona,undirected,1
Iacopo Bellini,Pier Maria Pennacchi,undirected,1
Iacopo Bellini,Vittore Carpaccio,undirected,1
Iacopo Bellini,Vittore Carpaccio,undirected,1
Iacopo Bellini,Giovanni di Niccolò Mansueti,undirected,1
Iacopo Bellini,Giovanni Buonconsiglio,undirected,1
Iacopo Bellini,Pellegrino da San Daniele,undirected,1
Iacopo Bellini,Giovanni Maria Falconetto,undirected,1
Iacopo Bellini,Giorgione,undirected,1
Iacopo Bellini,Giorgione,undirected,1
Iacopo Bellini,Giorgione,undirected,1
Iacopo Bellini,Marco Basaiti,undirected,1
Iacopo Bellini,Luca Antonio Busati,undirected,1
Iacopo Bellini,Vincenzo Catena,undirected,1
Iacopo Bellini,Francesco Bissolo,undirected,1
Iacopo Bellini,Francesco Bissolo,undirected,1
Iacopo Bellini,Francesco Bassano l'Ancien,undirected,1
Iacopo Bellini,Francesco Napoletano,undirected,1
Iacopo Bellini,Michele da Verona,undirected,1
Iacopo Bellini,Giovanni Martini,undirected,1
Iacopo Bellini,Marco Bello,undirected,1
Iacopo Bellini,Girolamo Mocetto,undirected,1
Iacopo Bellini,Giovanni Speranza,undirected,1
Iacopo Bellini,Francesco Morone,undirected,1
Iacopo Bellini,Girolamo Bonsignori,undirected,1
Iacopo Bellini,Girolamo dai Libri,undirected,1
Iacopo Bellini,Francesco Vecellio,undirected,1
Iacopo Bellini,Francesco Bassano l'Ancien,undirected,1
Iacopo Bellini,Gaspare Negro,undirected,1
Iacopo Bellini,Niccolò Giolfino,undirected,1
Iacopo Bellini,Palma le Vieux,undirected,1
Iacopo Bellini,Lorenzo Lotto,undirected,1
Iacopo Bellini,Lorenzo Lotto,undirected,1
Iacopo Bellini,Benedetto Montagna,undirected,1
Iacopo Bellini,Benedetto Montagna,undirected,1
Iacopo Bellini,Giovanni Gerolamo Savoldo,undirected,1
Iacopo Bellini,Giovanni Francesco Caroto,undirected,1
Iacopo Bellini,Morto da Feltre,undirected,1
Iacopo Bellini,Girolamo da Santa Croce,undirected,1
Iacopo Bellini,Giovanni Antonio Requesta,undirected,1
Iacopo Bellini,Giulio Campagnola,undirected,1
Iacopo Bellini,Francesco Torbido,undirected,1
Iacopo Bellini,Le Pordenone,undirected,1
Iacopo Bellini,Zenone Veronese,undirected,1
Iacopo Bellini,Zenone Veronese,undirected,1
Iacopo Bellini,Sebastiano del Piombo,undirected,1
Iacopo Bellini,Sebastiano del Piombo,undirected,1
Iacopo Bellini,Giovanni Cariani,undirected,1
Iacopo Bellini,Marcello Fogolino,undirected,1
Iacopo Bellini,Antonio da Vendri,undirected,1
Iacopo Bellini,Paolo Morando,undirected,1
Iacopo Bellini,Bonifazio Veronese,undirected,1
Iacopo Bellini,Giovanni da Udine,undirected,1
Iacopo Bellini,Giovanni Caroto,undirected,1
Iacopo Bellini,Bernardino Licinio,undirected,1
Iacopo Bellini,Titien,undirected,1
Iacopo Bellini,Titien,undirected,1
Iacopo Bellini,Rocco Marconi,undirected,1
Iacopo Bellini,Bernardino da Asola,undirected,1
Iacopo Bellini,Francesco Rizzi da Santacroce,undirected,1
Iacopo Bellini,Pietro Giovanni da Venezia,undirected,1
Iacopo Bellini,Domenico Caprioli,undirected,1
Iacopo Bellini,Giampietro Silvio,undirected,1
Iacopo Bellini,Alessandro Bonvicino,undirected,1
Iacopo Bellini,Vincenzo Bianchini,undirected,1
Michele Giambono,Antonio di Francesco da Venezia,undirected,1
Michele Giambono,Caterino Veneziano,undirected,1
Michele Giambono,Donato Italiano,undirected,1
Michele Giambono,Cristoforo Cortese,undirected,1
Michele Giambono,Cecchino da Verona,undirected,1
Michele Giambono,Domenico Veneziano,undirected,1
Michele Giambono,Matteo de' Pasti,undirected,1
Michele Giambono,Bartolomeo Giolfino,undirected,1
Michele Giambono,Matteo de' Pasti,undirected,1
Michele Giambono,Antonio Vivarini,undirected,1
Michele Giambono,Niccolò da Verona,undirected,1
Michele Giambono,Niccolò Pizzolo,undirected,1
Michele Giambono,Gentile Bellini,undirected,1
Michele Giambono,Lazzaro Bastiani,undirected,1
Michele Giambono,Giovanni Bellini,undirected,1
Michele Giambono,Giovanni Bellini,undirected,1
Michele Giambono,Giovanni Bellini,undirected,1
Michele Giambono,Carlo Crivelli,undirected,1
Michele Giambono,Bartolomeo Vivarini,undirected,1
Michele Giambono,Francesco Benaglio,undirected,1
Michele Giambono,Maestro dell'Annunciazione Ludlow,undirected,1
Michele Giambono,Andrea Mantegna,undirected,1
Michele Giambono,Marco Zoppo,undirected,1
Michele Giambono,Giorgio Schiavone,undirected,1
Michele Giambono,Bernardo Parentino,undirected,1
Michele Giambono,Vittorio Crivelli,undirected,1
Michele Giambono,Alvise Vivarini,undirected,1
Michele Giambono,Francesco di Simone da Santacroce,undirected,1
Michele Giambono,Liberale da Verona,undirected,1
Michele Giambono,Domenico Morone,undirected,1
Michele Giambono,Domenico da Tolmezzo,undirected,1
Michele Giambono,Andrea Busati,undirected,1
Michele Giambono,Arrigo Licinio,undirected,1
Michele Giambono,Girolamo da Treviso il Vecchio,undirected,1
Michele Giambono,Costanzo da Ferrara,undirected,1
Michele Giambono,Bartolomeo Cincani,undirected,1
Michele Giambono,Bartolomeo Cincani,undirected,1
Michele Giambono,Francesco dai Libri,undirected,1
Michele Giambono,Francesco Bonsignori,undirected,1
Michele Giambono,Vittore Belliniano,undirected,1
Michele Giambono,Girolamo Mocetto,undirected,1
Michele Giambono,Cima da Conegliano,undirected,1
Michele Giambono,Jacopo de' Barbari,undirected,1
Michele Giambono,Francesco Bonsignori,undirected,1
Michele Giambono,Niccolò Brancaleone,undirected,1
Michele Giambono,Vittore Gambello,undirected,1
Michele Giambono,Nikola Božidarević,undirected,1
Michele Giambono,Pasqualino di Niccolò,undirected,1
Michele Giambono,Bernardino da Verona,undirected,1
Michele Giambono,Pier Maria Pennacchi,undirected,1
